free_text,hours,workload,sleep,stress,burnout_label
HR | Healthcare | Hybrid | 1,47.0,9.0,7.0,6.0,1
Marketing | Consulting | Onsite | 2,33.0,8.0,7.0,6.0,1
HR | Healthcare | Hybrid | 4,44.0,6.0,6.0,3.0,0
Designer | Manufacturing | Onsite | 5,57.0,6.0,3.0,9.0,1
HR | Retail | Remote | 2,54.0,8.0,7.0,9.0,1
HR | Education | Hybrid | 3,45.0,8.0,3.0,6.0,1
HR | Education | Hybrid | 1,48.0,10.0,3.0,9.0,1
HR | Education | Remote | 2,42.0,7.0,3.0,3.0,0
Software Engineer | Healthcare | Hybrid | 2,38.0,8.0,3.0,6.0,1
Sales | Finance | Hybrid | 2,59.0,8.0,7.0,3.0,1
Designer | Finance | Hybrid | 1,28.0,7.0,6.0,3.0,0
Sales | IT | Onsite | 4,34.0,7.0,6.0,3.0,0
Sales | Consulting | Hybrid | 2,29.0,8.0,3.0,9.0,1
Marketing | Retail | Onsite | 1,48.0,8.0,6.0,9.0,1
Designer | IT | Onsite | 4,51.0,10.0,6.0,3.0,1
Software Engineer | IT | Hybrid | 2,37.0,9.0,6.0,6.0,1
HR | IT | Onsite | 2,32.0,6.0,7.0,3.0,0
Data Scientist | Manufacturing | Onsite | 5,40.0,7.0,3.0,3.0,0
Marketing | Consulting | Remote | 5,25.0,8.0,3.0,3.0,1
Designer | Retail | Remote | 1,34.0,7.0,3.0,3.0,0
Marketing | Consulting | Onsite | 3,55.0,8.0,7.0,6.0,1
Project Manager | IT | Hybrid | 5,22.0,10.0,7.0,9.0,1
Project Manager | Retail | Onsite | 3,57.0,8.0,3.0,6.0,1
Project Manager | Education | Onsite | 2,60.0,9.0,7.0,9.0,1
Designer | Healthcare | Remote | 4,40.0,6.0,7.0,3.0,0
Designer | Finance | Remote | 3,60.0,6.0,6.0,9.0,1
Designer | IT | Remote | 3,31.0,7.0,3.0,9.0,1
Designer | Healthcare | Remote | 5,55.0,6.0,3.0,6.0,1
Data Scientist | IT | Hybrid | 5,40.0,7.0,3.0,9.0,1
Sales | IT | Remote | 2,53.0,8.0,3.0,3.0,1
HR | Manufacturing | Remote | 5,34.0,7.0,7.0,6.0,0
Project Manager | Education | Hybrid | 5,23.0,8.0,6.0,3.0,1
Data Scientist | Finance | Onsite | 2,54.0,10.0,3.0,6.0,1
Sales | IT | Hybrid | 4,29.0,9.0,6.0,9.0,1
Marketing | Consulting | Hybrid | 5,40.0,6.0,7.0,3.0,0
Sales | Retail | Remote | 4,22.0,8.0,6.0,6.0,1
Marketing | Retail | Onsite | 1,22.0,8.0,3.0,9.0,1
Software Engineer | Education | Onsite | 4,48.0,7.0,6.0,3.0,0
Data Scientist | IT | Hybrid | 3,22.0,10.0,6.0,3.0,1
Sales | IT | Onsite | 4,28.0,8.0,6.0,3.0,1
Marketing | Retail | Remote | 5,43.0,10.0,7.0,9.0,1
Data Scientist | IT | Hybrid | 4,49.0,6.0,7.0,6.0,0
Software Engineer | Consulting | Remote | 1,20.0,9.0,3.0,6.0,1
Designer | Education | Hybrid | 5,24.0,6.0,7.0,6.0,0
HR | Healthcare | Remote | 4,24.0,10.0,6.0,6.0,1
Software Engineer | Consulting | Onsite | 2,47.0,8.0,3.0,6.0,1
Project Manager | Finance | Hybrid | 5,30.0,9.0,7.0,6.0,1
Sales | IT | Onsite | 1,50.0,7.0,3.0,9.0,1
Marketing | Retail | Onsite | 5,34.0,7.0,7.0,9.0,0
Data Scientist | Finance | Remote | 4,55.0,9.0,6.0,6.0,1
Sales | Education | Remote | 5,55.0,6.0,7.0,6.0,1
Software Engineer | Retail | Onsite | 2,45.0,8.0,7.0,6.0,1
Project Manager | IT | Onsite | 4,20.0,9.0,7.0,6.0,1
HR | IT | Remote | 1,59.0,8.0,6.0,3.0,1
HR | IT | Remote | 3,32.0,6.0,7.0,6.0,0
Sales | Manufacturing | Onsite | 3,25.0,6.0,3.0,9.0,1
Sales | Finance | Hybrid | 1,30.0,9.0,3.0,3.0,1
HR | Manufacturing | Hybrid | 2,33.0,8.0,7.0,3.0,1
Marketing | Consulting | Remote | 4,58.0,6.0,6.0,3.0,1
Software Engineer | IT | Remote | 1,55.0,7.0,3.0,6.0,1
Designer | Retail | Onsite | 3,58.0,6.0,6.0,9.0,1
Marketing | Healthcare | Onsite | 1,34.0,7.0,3.0,3.0,0
Software Engineer | IT | Onsite | 3,36.0,7.0,6.0,3.0,0
Software Engineer | Finance | Onsite | 5,42.0,8.0,7.0,6.0,1
Marketing | Retail | Hybrid | 2,22.0,7.0,7.0,6.0,0
HR | Education | Hybrid | 5,52.0,7.0,6.0,6.0,0
Software Engineer | Education | Onsite | 1,53.0,6.0,6.0,9.0,0
Data Scientist | Healthcare | Hybrid | 1,37.0,8.0,3.0,9.0,1
Data Scientist | Manufacturing | Onsite | 1,55.0,9.0,3.0,3.0,1
Project Manager | Healthcare | Remote | 4,42.0,10.0,6.0,9.0,1
Marketing | IT | Onsite | 2,55.0,8.0,3.0,6.0,1
Software Engineer | Manufacturing | Hybrid | 4,42.0,6.0,6.0,3.0,0
Software Engineer | Manufacturing | Hybrid | 3,39.0,7.0,7.0,3.0,0
Designer | Consulting | Hybrid | 5,54.0,9.0,3.0,9.0,1
Data Scientist | Education | Onsite | 1,28.0,7.0,3.0,9.0,1
Project Manager | IT | Onsite | 5,44.0,7.0,7.0,3.0,0
Data Scientist | Finance | Onsite | 1,36.0,9.0,3.0,3.0,1
HR | Manufacturing | Remote | 5,20.0,7.0,7.0,3.0,0
Sales | Manufacturing | Onsite | 2,42.0,9.0,7.0,9.0,1
Marketing | IT | Remote | 5,24.0,10.0,3.0,6.0,1
HR | Education | Hybrid | 5,48.0,8.0,7.0,3.0,1
Project Manager | IT | Hybrid | 4,30.0,7.0,7.0,3.0,0
HR | Manufacturing | Onsite | 3,27.0,10.0,3.0,3.0,1
Sales | Consulting | Hybrid | 3,24.0,9.0,3.0,3.0,1
Designer | Healthcare | Remote | 2,42.0,6.0,7.0,3.0,0
Designer | IT | Remote | 3,53.0,7.0,6.0,9.0,0
Sales | Retail | Hybrid | 4,34.0,7.0,7.0,6.0,0
HR | Retail | Onsite | 1,42.0,10.0,6.0,3.0,1
Data Scientist | Manufacturing | Hybrid | 3,25.0,10.0,7.0,6.0,1
Software Engineer | Consulting | Hybrid | 4,30.0,6.0,3.0,3.0,0
Project Manager | Finance | Hybrid | 5,27.0,9.0,6.0,6.0,1
Project Manager | Retail | Hybrid | 3,27.0,10.0,3.0,3.0,1
Project Manager | Manufacturing | Hybrid | 2,56.0,9.0,7.0,6.0,1
Marketing | Retail | Onsite | 4,30.0,8.0,7.0,9.0,1
Project Manager | Healthcare | Onsite | 2,40.0,7.0,6.0,6.0,0
Sales | Retail | Hybrid | 5,57.0,8.0,7.0,3.0,1
HR | Retail | Remote | 5,46.0,10.0,3.0,3.0,1
Data Scientist | Consulting | Remote | 2,38.0,6.0,7.0,9.0,0
Sales | Healthcare | Hybrid | 4,47.0,10.0,6.0,3.0,1
Marketing | Finance | Remote | 1,22.0,8.0,6.0,9.0,1
Project Manager | Manufacturing | Onsite | 4,34.0,7.0,3.0,3.0,0
Data Scientist | Finance | Hybrid | 5,46.0,6.0,6.0,3.0,0
Data Scientist | Healthcare | Onsite | 1,28.0,8.0,6.0,6.0,1
Software Engineer | Manufacturing | Onsite | 4,35.0,6.0,6.0,3.0,0
Designer | Retail | Hybrid | 1,23.0,8.0,6.0,6.0,1
Marketing | IT | Onsite | 3,36.0,7.0,7.0,9.0,0
Marketing | Retail | Hybrid | 3,45.0,6.0,6.0,3.0,0
Project Manager | Retail | Remote | 2,39.0,10.0,3.0,9.0,1
Designer | Education | Hybrid | 2,55.0,10.0,3.0,3.0,1
HR | Education | Remote | 4,26.0,7.0,7.0,3.0,0
Software Engineer | Consulting | Remote | 3,51.0,10.0,6.0,6.0,1
Data Scientist | Finance | Remote | 2,20.0,6.0,6.0,3.0,0
HR | Education | Remote | 1,46.0,6.0,7.0,6.0,0
Designer | Consulting | Onsite | 1,31.0,10.0,7.0,6.0,1
Sales | Consulting | Onsite | 5,56.0,10.0,3.0,6.0,1
Project Manager | Education | Hybrid | 1,52.0,8.0,7.0,9.0,1
Sales | Finance | Onsite | 4,53.0,9.0,7.0,6.0,1
Marketing | Retail | Hybrid | 5,30.0,6.0,7.0,3.0,0
Marketing | Manufacturing | Onsite | 4,56.0,6.0,6.0,6.0,1
Data Scientist | Finance | Onsite | 5,20.0,8.0,7.0,3.0,1
Software Engineer | Consulting | Remote | 1,52.0,7.0,7.0,9.0,0
Sales | IT | Hybrid | 2,38.0,6.0,7.0,9.0,0
HR | Consulting | Remote | 4,36.0,9.0,6.0,3.0,1
Designer | Education | Onsite | 2,25.0,7.0,3.0,3.0,0
Designer | Education | Hybrid | 4,46.0,7.0,6.0,3.0,0
Data Scientist | Healthcare | Hybrid | 5,42.0,6.0,3.0,6.0,0
Software Engineer | Education | Remote | 4,32.0,6.0,3.0,9.0,1
Designer | Manufacturing | Hybrid | 2,34.0,10.0,7.0,6.0,1
Marketing | Finance | Remote | 1,35.0,6.0,6.0,3.0,0
Designer | Finance | Onsite | 4,27.0,8.0,7.0,6.0,1
Marketing | IT | Hybrid | 2,43.0,6.0,6.0,9.0,0
Data Scientist | Consulting | Hybrid | 3,27.0,8.0,6.0,9.0,1
Sales | Education | Onsite | 1,31.0,7.0,6.0,6.0,0
Marketing | Education | Onsite | 3,20.0,8.0,3.0,9.0,1
HR | Retail | Hybrid | 3,44.0,9.0,3.0,6.0,1
Project Manager | Retail | Remote | 4,59.0,8.0,6.0,6.0,1
Data Scientist | Consulting | Onsite | 3,53.0,8.0,3.0,3.0,1
Software Engineer | Healthcare | Onsite | 1,56.0,7.0,7.0,3.0,1
Sales | Consulting | Onsite | 4,37.0,10.0,7.0,6.0,1
Designer | IT | Remote | 1,59.0,10.0,3.0,9.0,1
Designer | Education | Onsite | 1,41.0,10.0,3.0,6.0,1
Sales | Retail | Hybrid | 3,32.0,7.0,7.0,3.0,0
HR | Retail | Onsite | 5,38.0,6.0,3.0,3.0,0
Sales | Healthcare | Onsite | 2,42.0,6.0,3.0,3.0,0
Software Engineer | Finance | Hybrid | 4,45.0,10.0,3.0,9.0,1
Sales | Manufacturing | Remote | 4,36.0,8.0,3.0,6.0,1
Data Scientist | Retail | Remote | 5,28.0,8.0,7.0,3.0,1
Marketing | Healthcare | Remote | 1,23.0,10.0,7.0,3.0,1
Sales | Healthcare | Hybrid | 3,40.0,6.0,6.0,3.0,0
Marketing | Retail | Hybrid | 1,40.0,10.0,7.0,6.0,1
Data Scientist | Education | Onsite | 4,24.0,8.0,7.0,3.0,1
Marketing | Education | Onsite | 5,21.0,8.0,3.0,9.0,1
Sales | Finance | Onsite | 2,34.0,9.0,6.0,9.0,1
Software Engineer | Healthcare | Remote | 4,41.0,7.0,7.0,6.0,0
Data Scientist | Healthcare | Hybrid | 5,23.0,6.0,6.0,6.0,0
Marketing | Healthcare | Onsite | 3,47.0,6.0,7.0,9.0,0
Designer | IT | Onsite | 1,45.0,9.0,3.0,3.0,1
Project Manager | Finance | Hybrid | 5,44.0,9.0,3.0,6.0,1
HR | Healthcare | Onsite | 2,50.0,8.0,7.0,3.0,1
HR | Consulting | Onsite | 1,36.0,9.0,6.0,3.0,1
Sales | Healthcare | Remote | 3,32.0,10.0,3.0,6.0,1
HR | Healthcare | Onsite | 3,38.0,6.0,7.0,6.0,0
Marketing | Manufacturing | Remote | 1,24.0,10.0,7.0,3.0,1
Sales | Consulting | Hybrid | 1,26.0,7.0,7.0,9.0,0
Sales | Healthcare | Hybrid | 3,48.0,7.0,3.0,9.0,1
HR | Healthcare | Remote | 2,56.0,6.0,7.0,3.0,1
Project Manager | Consulting | Remote | 5,38.0,8.0,7.0,3.0,1
HR | Finance | Hybrid | 3,47.0,10.0,3.0,6.0,1
Sales | Healthcare | Remote | 1,51.0,8.0,3.0,3.0,1
Software Engineer | Manufacturing | Hybrid | 1,39.0,9.0,7.0,3.0,1
Data Scientist | Manufacturing | Remote | 4,52.0,7.0,7.0,6.0,0
Designer | Retail | Remote | 1,46.0,9.0,6.0,9.0,1
Marketing | IT | Remote | 1,20.0,10.0,3.0,6.0,1
Project Manager | Finance | Remote | 3,23.0,10.0,7.0,3.0,1
HR | Consulting | Onsite | 4,39.0,8.0,6.0,9.0,1
HR | Retail | Hybrid | 4,29.0,6.0,3.0,6.0,0
Project Manager | Healthcare | Hybrid | 5,49.0,9.0,6.0,9.0,1
Data Scientist | IT | Remote | 5,27.0,10.0,6.0,9.0,1
Project Manager | Consulting | Onsite | 2,27.0,7.0,6.0,6.0,0
Project Manager | Healthcare | Hybrid | 1,26.0,8.0,7.0,9.0,1
Project Manager | Consulting | Onsite | 2,39.0,10.0,3.0,3.0,1
Data Scientist | Manufacturing | Hybrid | 2,55.0,6.0,6.0,9.0,1
Data Scientist | Healthcare | Remote | 2,59.0,6.0,3.0,6.0,1
Designer | Consulting | Onsite | 3,49.0,7.0,6.0,6.0,0
Sales | Education | Onsite | 4,38.0,6.0,7.0,9.0,0
Sales | Manufacturing | Remote | 4,26.0,7.0,6.0,6.0,0
Sales | Consulting | Remote | 2,31.0,9.0,7.0,3.0,1
Designer | Education | Remote | 1,26.0,7.0,3.0,6.0,0
Sales | Manufacturing | Onsite | 2,32.0,9.0,3.0,9.0,1
Data Scientist | Consulting | Onsite | 5,33.0,7.0,3.0,6.0,0
Sales | Consulting | Hybrid | 5,44.0,10.0,6.0,6.0,1
Data Scientist | Manufacturing | Onsite | 4,37.0,7.0,6.0,3.0,0
HR | Education | Onsite | 4,20.0,6.0,7.0,9.0,0
HR | IT | Remote | 2,34.0,6.0,6.0,6.0,0
Data Scientist | IT | Remote | 3,35.0,8.0,3.0,6.0,1
HR | Healthcare | Onsite | 4,55.0,8.0,7.0,3.0,1
Project Manager | Healthcare | Hybrid | 3,22.0,9.0,7.0,3.0,1
Project Manager | Healthcare | Remote | 3,41.0,6.0,6.0,6.0,0
Software Engineer | Consulting | Hybrid | 1,41.0,6.0,6.0,6.0,0
Software Engineer | Finance | Onsite | 3,48.0,6.0,3.0,3.0,0
Software Engineer | Education | Onsite | 1,56.0,6.0,7.0,3.0,1
Project Manager | Healthcare | Onsite | 2,45.0,6.0,3.0,3.0,0
Sales | Finance | Remote | 1,53.0,7.0,6.0,6.0,0
HR | IT | Onsite | 5,28.0,9.0,7.0,6.0,1
Project Manager | Consulting | Remote | 5,32.0,9.0,7.0,3.0,1
Marketing | Education | Onsite | 5,55.0,7.0,6.0,6.0,1
Sales | IT | Onsite | 5,48.0,9.0,3.0,3.0,1
Project Manager | Finance | Hybrid | 1,57.0,6.0,3.0,3.0,1
Designer | Retail | Hybrid | 1,37.0,9.0,6.0,9.0,1
Marketing | Retail | Remote | 3,56.0,9.0,3.0,6.0,1
Project Manager | Healthcare | Onsite | 5,23.0,10.0,7.0,9.0,1
Designer | IT | Onsite | 2,49.0,7.0,7.0,6.0,0
Marketing | Finance | Remote | 4,25.0,10.0,6.0,9.0,1
Designer | Retail | Remote | 3,33.0,9.0,6.0,3.0,1
Marketing | Healthcare | Hybrid | 2,31.0,8.0,7.0,9.0,1
Marketing | Education | Onsite | 3,54.0,7.0,6.0,9.0,0
Data Scientist | IT | Onsite | 1,57.0,7.0,3.0,6.0,1
Software Engineer | Finance | Hybrid | 5,42.0,8.0,3.0,9.0,1
Software Engineer | IT | Onsite | 5,49.0,6.0,3.0,6.0,0
Sales | Manufacturing | Onsite | 1,33.0,7.0,6.0,3.0,0
Project Manager | Manufacturing | Remote | 5,47.0,9.0,7.0,3.0,1
Software Engineer | Consulting | Hybrid | 1,56.0,6.0,7.0,3.0,1
Sales | Finance | Remote | 3,25.0,6.0,7.0,9.0,0
Project Manager | Education | Remote | 1,36.0,10.0,7.0,9.0,1
Marketing | Consulting | Remote | 3,26.0,8.0,3.0,3.0,1
Software Engineer | Manufacturing | Remote | 5,56.0,10.0,6.0,9.0,1
HR | IT | Hybrid | 4,54.0,6.0,3.0,3.0,0
Sales | Consulting | Onsite | 4,46.0,6.0,3.0,3.0,0
Data Scientist | Consulting | Remote | 2,36.0,6.0,6.0,6.0,0
Marketing | Retail | Onsite | 2,45.0,9.0,7.0,6.0,1
Designer | Finance | Remote | 1,36.0,7.0,6.0,3.0,0
Data Scientist | Retail | Onsite | 3,46.0,6.0,7.0,3.0,0
Sales | Finance | Hybrid | 3,47.0,10.0,7.0,9.0,1
Software Engineer | Retail | Onsite | 1,41.0,7.0,3.0,9.0,1
Data Scientist | Education | Onsite | 4,38.0,9.0,6.0,9.0,1
Data Scientist | Consulting | Onsite | 2,60.0,7.0,3.0,6.0,1
Project Manager | Healthcare | Onsite | 3,48.0,7.0,7.0,6.0,0
Designer | Education | Remote | 5,24.0,10.0,3.0,6.0,1
Data Scientist | Manufacturing | Onsite | 3,57.0,8.0,6.0,6.0,1
Designer | IT | Onsite | 2,30.0,6.0,6.0,6.0,0
Data Scientist | Retail | Remote | 2,42.0,10.0,3.0,9.0,1
Data Scientist | Retail | Onsite | 1,51.0,6.0,3.0,9.0,1
Designer | Healthcare | Onsite | 4,28.0,7.0,3.0,9.0,1
Software Engineer | Healthcare | Hybrid | 1,60.0,7.0,7.0,3.0,1
Project Manager | Finance | Onsite | 2,35.0,10.0,3.0,6.0,1
Software Engineer | Healthcare | Onsite | 5,59.0,9.0,6.0,3.0,1
Project Manager | Manufacturing | Remote | 4,58.0,7.0,6.0,6.0,1
HR | Retail | Remote | 5,22.0,6.0,3.0,3.0,0
Sales | Consulting | Remote | 5,45.0,7.0,6.0,9.0,0
HR | Consulting | Hybrid | 5,27.0,9.0,6.0,9.0,1
Designer | Consulting | Remote | 4,35.0,8.0,6.0,9.0,1
Software Engineer | Healthcare | Onsite | 3,41.0,6.0,3.0,6.0,0
Project Manager | Consulting | Remote | 5,31.0,8.0,3.0,6.0,1
HR | Retail | Hybrid | 5,22.0,10.0,3.0,6.0,1
Marketing | Finance | Remote | 2,24.0,8.0,7.0,6.0,1
Data Scientist | Education | Hybrid | 2,24.0,7.0,6.0,3.0,0
Data Scientist | Finance | Hybrid | 4,49.0,6.0,7.0,3.0,0
Project Manager | IT | Remote | 2,52.0,10.0,3.0,3.0,1
Project Manager | Finance | Remote | 2,55.0,7.0,3.0,3.0,1
HR | Consulting | Hybrid | 5,22.0,8.0,7.0,9.0,1
Data Scientist | Retail | Remote | 1,35.0,8.0,7.0,6.0,1
Sales | IT | Hybrid | 2,52.0,10.0,7.0,6.0,1
Software Engineer | Finance | Onsite | 5,45.0,9.0,7.0,9.0,1
Data Scientist | Education | Hybrid | 3,30.0,8.0,3.0,3.0,1
HR | Retail | Onsite | 3,56.0,7.0,3.0,9.0,1
Data Scientist | Retail | Remote | 1,21.0,10.0,3.0,9.0,1
Project Manager | Manufacturing | Hybrid | 1,56.0,10.0,6.0,9.0,1
Marketing | IT | Remote | 3,26.0,7.0,6.0,6.0,0
Data Scientist | Finance | Hybrid | 5,25.0,9.0,6.0,3.0,1
Project Manager | IT | Remote | 4,27.0,7.0,6.0,6.0,0
Software Engineer | Retail | Hybrid | 4,60.0,7.0,7.0,6.0,1
Project Manager | Manufacturing | Hybrid | 4,21.0,6.0,7.0,3.0,0
Designer | Education | Onsite | 2,25.0,10.0,3.0,6.0,1
Data Scientist | Retail | Hybrid | 5,52.0,8.0,7.0,3.0,1
Project Manager | Finance | Remote | 1,41.0,8.0,6.0,6.0,1
HR | IT | Remote | 4,21.0,10.0,3.0,9.0,1
Project Manager | IT | Remote | 5,56.0,7.0,3.0,3.0,1
Data Scientist | Healthcare | Hybrid | 3,38.0,10.0,3.0,3.0,1
Designer | Consulting | Remote | 5,43.0,10.0,7.0,3.0,1
Designer | Consulting | Hybrid | 5,20.0,10.0,3.0,9.0,1
HR | Retail | Remote | 3,52.0,7.0,6.0,6.0,0
Software Engineer | Retail | Remote | 5,21.0,9.0,7.0,6.0,1
Sales | Retail | Remote | 3,56.0,7.0,3.0,6.0,1
Software Engineer | Consulting | Onsite | 4,38.0,8.0,3.0,6.0,1
Data Scientist | Education | Remote | 1,39.0,8.0,3.0,9.0,1
Marketing | Manufacturing | Onsite | 2,47.0,9.0,6.0,6.0,1
Project Manager | Finance | Remote | 2,53.0,9.0,6.0,3.0,1
Data Scientist | Retail | Onsite | 4,58.0,8.0,6.0,6.0,1
Designer | Retail | Onsite | 3,55.0,6.0,7.0,6.0,1
Designer | Finance | Remote | 3,54.0,8.0,7.0,9.0,1
Software Engineer | Education | Onsite | 5,60.0,9.0,7.0,6.0,1
Data Scientist | Retail | Hybrid | 1,34.0,9.0,3.0,6.0,1
HR | IT | Remote | 3,50.0,7.0,6.0,3.0,0
HR | IT | Onsite | 1,60.0,6.0,6.0,6.0,1
Project Manager | Healthcare | Remote | 3,20.0,10.0,6.0,6.0,1
Marketing | Consulting | Hybrid | 1,60.0,8.0,3.0,3.0,1
HR | IT | Remote | 1,38.0,8.0,7.0,9.0,1
Data Scientist | Education | Onsite | 5,53.0,6.0,3.0,9.0,1
Sales | IT | Onsite | 2,58.0,7.0,3.0,6.0,1
Project Manager | Manufacturing | Onsite | 1,49.0,6.0,6.0,6.0,0
Data Scientist | Consulting | Remote | 5,30.0,6.0,6.0,3.0,0
Designer | Healthcare | Remote | 3,42.0,7.0,7.0,9.0,0
Data Scientist | Education | Remote | 3,34.0,9.0,7.0,6.0,1
Project Manager | IT | Remote | 2,41.0,8.0,7.0,6.0,1
Data Scientist | Retail | Remote | 2,22.0,7.0,6.0,6.0,0
Sales | Consulting | Onsite | 5,24.0,9.0,6.0,6.0,1
Project Manager | Healthcare | Hybrid | 3,57.0,9.0,3.0,3.0,1
Designer | Finance | Remote | 1,29.0,7.0,6.0,6.0,0
Marketing | Retail | Remote | 2,41.0,10.0,7.0,9.0,1
Designer | Education | Remote | 2,27.0,6.0,6.0,9.0,0
Software Engineer | Finance | Remote | 1,47.0,7.0,6.0,6.0,0
Marketing | Retail | Onsite | 5,41.0,9.0,7.0,9.0,1
Project Manager | IT | Remote | 2,33.0,8.0,3.0,3.0,1
Marketing | IT | Remote | 4,35.0,6.0,6.0,9.0,0
Marketing | Consulting | Remote | 2,60.0,6.0,7.0,9.0,1
HR | IT | Onsite | 4,56.0,6.0,6.0,9.0,1
Project Manager | IT | Remote | 3,28.0,7.0,6.0,6.0,0
Data Scientist | Healthcare | Onsite | 3,22.0,7.0,3.0,3.0,0
Designer | Finance | Hybrid | 3,24.0,9.0,7.0,6.0,1
HR | Consulting | Hybrid | 4,22.0,7.0,3.0,3.0,0
Project Manager | Education | Remote | 2,37.0,6.0,6.0,6.0,0
Marketing | Education | Hybrid | 2,32.0,6.0,3.0,6.0,0
Software Engineer | IT | Onsite | 3,51.0,9.0,7.0,9.0,1
Software Engineer | Manufacturing | Remote | 2,60.0,6.0,7.0,9.0,1
Software Engineer | Education | Onsite | 1,27.0,10.0,7.0,9.0,1
Software Engineer | Retail | Hybrid | 4,44.0,9.0,7.0,6.0,1
Designer | Healthcare | Hybrid | 5,48.0,8.0,3.0,6.0,1
Project Manager | IT | Remote | 2,58.0,9.0,3.0,6.0,1
Data Scientist | Finance | Hybrid | 1,27.0,10.0,3.0,9.0,1
Project Manager | Retail | Remote | 3,22.0,10.0,6.0,6.0,1
Project Manager | Healthcare | Onsite | 3,50.0,10.0,7.0,6.0,1
HR | Manufacturing | Onsite | 1,39.0,7.0,3.0,9.0,1
Project Manager | Finance | Remote | 4,20.0,8.0,7.0,6.0,1
Software Engineer | IT | Remote | 4,36.0,10.0,3.0,3.0,1
Sales | IT | Hybrid | 2,60.0,10.0,6.0,9.0,1
Marketing | Healthcare | Onsite | 2,55.0,7.0,6.0,9.0,1
Marketing | Education | Onsite | 3,41.0,9.0,6.0,6.0,1
Data Scientist | Manufacturing | Onsite | 5,38.0,6.0,6.0,6.0,0
Data Scientist | Consulting | Onsite | 4,56.0,8.0,3.0,3.0,1
Software Engineer | Consulting | Hybrid | 5,54.0,10.0,3.0,3.0,1
Software Engineer | Manufacturing | Hybrid | 1,23.0,10.0,6.0,9.0,1
Software Engineer | Education | Remote | 5,46.0,10.0,3.0,9.0,1
Project Manager | Healthcare | Hybrid | 3,46.0,10.0,6.0,9.0,1
Designer | Education | Remote | 3,59.0,10.0,7.0,6.0,1
HR | IT | Hybrid | 1,42.0,6.0,3.0,6.0,0
Data Scientist | Education | Remote | 4,55.0,6.0,7.0,9.0,1
Sales | Healthcare | Onsite | 4,37.0,6.0,7.0,9.0,0
HR | Consulting | Onsite | 2,31.0,9.0,6.0,6.0,1
Project Manager | Healthcare | Onsite | 3,38.0,10.0,7.0,6.0,1
Marketing | Healthcare | Onsite | 5,46.0,8.0,7.0,3.0,1
Sales | Finance | Onsite | 1,46.0,9.0,6.0,6.0,1
Software Engineer | IT | Remote | 3,43.0,8.0,7.0,9.0,1
Sales | Finance | Remote | 2,38.0,7.0,7.0,9.0,0
Data Scientist | Finance | Onsite | 2,47.0,9.0,3.0,3.0,1
Marketing | Education | Hybrid | 2,27.0,6.0,7.0,9.0,0
Data Scientist | Manufacturing | Hybrid | 1,49.0,10.0,7.0,6.0,1
Designer | Finance | Remote | 3,33.0,7.0,7.0,9.0,0
Designer | Consulting | Onsite | 1,42.0,7.0,7.0,9.0,0
Data Scientist | Retail | Hybrid | 5,59.0,9.0,3.0,6.0,1
Designer | Finance | Hybrid | 3,28.0,10.0,7.0,9.0,1
HR | Healthcare | Hybrid | 5,49.0,9.0,3.0,6.0,1
Designer | Finance | Onsite | 2,28.0,6.0,6.0,3.0,0
HR | Manufacturing | Onsite | 4,56.0,9.0,3.0,3.0,1
Data Scientist | Retail | Onsite | 2,35.0,9.0,7.0,6.0,1
Designer | Consulting | Onsite | 4,42.0,10.0,7.0,3.0,1
HR | Education | Hybrid | 5,34.0,9.0,6.0,6.0,1
Sales | Finance | Hybrid | 5,22.0,6.0,6.0,9.0,0
HR | Manufacturing | Onsite | 2,38.0,7.0,6.0,6.0,0
Designer | Manufacturing | Remote | 3,47.0,10.0,6.0,6.0,1
Data Scientist | Finance | Remote | 5,42.0,6.0,6.0,9.0,0
HR | Healthcare | Remote | 2,39.0,7.0,7.0,3.0,0
HR | Healthcare | Hybrid | 2,41.0,10.0,6.0,9.0,1
Sales | Manufacturing | Remote | 1,29.0,10.0,3.0,3.0,1
Marketing | Healthcare | Onsite | 5,51.0,8.0,7.0,6.0,1
Data Scientist | Retail | Onsite | 5,53.0,7.0,3.0,6.0,0
Marketing | Education | Hybrid | 2,27.0,10.0,7.0,3.0,1
HR | Education | Onsite | 5,46.0,9.0,6.0,3.0,1
Designer | Finance | Onsite | 2,48.0,10.0,7.0,6.0,1
HR | Education | Onsite | 5,36.0,9.0,6.0,3.0,1
Data Scientist | Consulting | Remote | 1,21.0,8.0,6.0,6.0,1
Sales | Manufacturing | Hybrid | 2,59.0,8.0,3.0,6.0,1
Project Manager | Finance | Hybrid | 5,25.0,8.0,3.0,6.0,1
Designer | Education | Hybrid | 1,23.0,6.0,3.0,6.0,0
Sales | Education | Hybrid | 4,59.0,8.0,6.0,3.0,1
Project Manager | Retail | Onsite | 5,49.0,10.0,3.0,3.0,1
Project Manager | Healthcare | Onsite | 3,37.0,7.0,3.0,9.0,1
Designer | Manufacturing | Hybrid | 5,54.0,10.0,6.0,3.0,1
Data Scientist | Finance | Remote | 3,27.0,10.0,3.0,9.0,1
Data Scientist | Education | Hybrid | 1,51.0,6.0,3.0,9.0,1
Marketing | Manufacturing | Remote | 3,46.0,7.0,7.0,3.0,0
Marketing | Retail | Hybrid | 5,31.0,10.0,7.0,6.0,1
Data Scientist | Consulting | Remote | 2,22.0,6.0,3.0,3.0,0
